,,,,,,,,,2018,,,2019,,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-13,Validación,"Móvil, Almacén de Validación",NA,NA,,,,,,,17-Feb-20,,,08-ene-21,,,13-ene-22,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-14,Fabricación,Detección de Metales,Calibración,12,,,,,,,17-Feb-20,,,08-ene-21,,,10-ene-22,,22-dic-22,,13-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-15,NA,NA,NA,NA,,,,,,,17-Feb-20,,,08-ene-21,,,10-ene-22,,22-dic-22,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-16,NA,NA,NA,NA,,,,,,,17-Feb-20,,,08-ene-21,,,04-ene-22,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-17,Fabricación,Acondicionamiento Secundario Blíster,Calibración,12,,,,,,,17-Feb-20,,,08-ene-21,,,13-ene-22,,22-dic-22,,13-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-18,Gestión de la Calidad,Cuarentena de Graneles,Calibración,12,,,,,,,17-Feb-20,,,08-ene-21,,,10-ene-22,,22-dic-22,,13-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-19,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-20,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-21,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-22,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-23,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-24,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-25,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-26,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-27,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-28,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Sper Scientific,800027,ND,TER-VA-29,Validación,"Móvil, Almacén de Validación",Calibración,18,,,,,,,,,,,,,,,,,,,,,,,14-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-SC-01,Fabricación,Acondicionamiento Primario Blíster,Calibración,12,11-Jun-18,,,,17-Dic-19,,,,,11-may-21,,,08-nov-22,,,,03-nov-23,,,05-nov-24,,,,
Termómetro,Control company,4352,181628793,TEM-DA-01,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,27-Sep-19,,,07-sep-20,,,09-sep-21,,03-sep-22,,,,05-sep-23,,,04-sep-24,,,02-sep-25,
Termometro digital,VWR,Traceable,230335067,TEM-DA-02,Desarrollo Analítico,Disolución,Calibración,12,,,,,,,,,,,,,,,,,24-jul-23,,,01-jul-24,,,14-jul-25,
Termómetro,ND,ND,ND,TEM-DF-01,NA,NA,NA,NA,,,,09-ene-19,,,07-ene-20,,,05-ene-21,,,,21-dic-22,,,04-ago-23,,,02-ago-24,,,,
Termómetro,Alla France,55000P110-qp,ND,TEM-DF-02,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,12,,,,,,,,,,,,,,,,,,,,,,,15-ago-25,
Termómetro ,Sper Scientific,76mm,ND,TEM-LC-01,NA,NA,NA,NA,09-Mar-18,,,,,,,,,,,,,,,,,,,,,,,
Termómetro ,Sper Scientific,76mm,ND,TEM-LC-02,NA,NA,NA,NA,25-Mar-18,,,15-Mar-19,,,11-mar-20,,,03-mar-21,,,,,,,,,,,,,,
Termómetro,Sper Scientific,76mm,ND,TEM-LC-03,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,25-Mar-18,,,15-Mar-19,,,11-mar-20,,,03-mar-21,,,02-mar-22,,,04-mar-23,,,02-mar-24,,,04-mar-25,,
Termómetro ,STB-22,307055,3Y1753,TEM-LC-04,NA,NA,NA,NA,25-Mar-18,,,20-Mar-19,,,,,,,,,,,,,,,,,,,,
Termómetro,Sper Scientific,76mm,ND,TEM-LC-05,NA,NA,NA,NA,25-Mar-18,,,,,,,,,,,,,,,,,,,,,,,
Termómetro,Alla France,76 mm,ND,TEM-LC-06,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,06-Mar-18,,,25-Mar-19,,,03-Mar-20,,,03-mar-21,,,02-mar-22,,,04-mar-23,,,02-mar-24,,,04-mar-25,,
Termómetro,Alla France,76 mm,ND,TEM-LC-07,NA,NA,NA,NA,06-Mar-18,,,25-Mar-19,,,03-Mar-20,,,03-mar-21,,,02-mar-22,,,,,,,,,,,
Termómetro,Alla France,76 mm,ND,TEM-LC-08,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,06-Mar-18,,,25-Mar-19,,,03-Mar-20,,,03-mar-21,,,02-mar-22,,,04-mar-23,,,02-mar-24,,,04-mar-25,,
Termómetro,Alla France,76 mm,ND,TEM-LC-09,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,06-Mar-18,,,25-Mar-19,,,03-Mar-20,,,03-mar-21,,,02-mar-22,,,04-mar-23,,,02-mar-24,,,04-mar-25,,
Termómetro,Alla France,76 mm,ND,TEM-LC-10,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,,24-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,03-nov-23,,,04-nov-24,,,,
Termómetro,Alla France,76 mm,ND,TEM-LC-11,Gestión de la Calidad,"Control en Proceso, en DES-CP-01",Calibración,12,,24-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,11-nov-22,,,03-nov-23,,,04-nov-24,,,,
Termómetro,Alla France,76 mm,ND,TEM-LC-12,Microbiología,"Microbiología, en BAM-LC-01",Calibración,12,,24-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,03-nov-23,,,04-nov-24,,,,
Termómetro,Alla France,76 mm,ND,TEM-LC-13,Validación,"Móvil, Almacén de Validación",Calibración,12,,24-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,03-nov-23,,,04-nov-24,,,,
Termómetro,Alla France,76 mm,ND,TEM-LC-14,Control de Calidad,Analisis Fisicoquímicos,Calibración,12,,24-Nov-18,,,14-Nov-19,,,16-nov-20,,,,,16-feb-22,,,04-feb-23,,,03-feb-24,,,04-feb-25,,
Termómetro,Alla France,76 mm,ND,TEM-LC-15,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,,,,23-Feb-19,,,11-may-20,,,10-may-21,,,06-may-22,,,11-may-23,,,06-may-24,,,06-may-25,,
Termómetro digital,Fluke,51 II,97380401,TED-LC-01,Control de Calidad,Disolución,Calibración,12,,14-Dic-18,,,13-Dic-19,,,26-nov-20,,,08-nov-21,,05-nov-22,,,,02-nov-23,,,05-nov-24,,,,
Termometro IR,Fluke,62 max,49391283WS,TIR-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,12,,,,,,,,,,,,,22-jul-22,,,,01-jul-23,,,01-jul-24,,,02-jul-25,
Termometro IR,Fluke,566,19220053,TIR-LC-01,NA,NA,NA,NA,08-Mar-18,,,25-Mar-19,,,03-Mar-20,,,03-mar-21,,,04-mar-22,,,02-mar-23,,,,,,,,
Termómetro IR,Fluke,568,44280035WS,TIR-PR-02,NA,NA,NA,NA,,,,05-Abr-19,,,03-Abr-20,,,03-mar-21,,01-jun-21,10-jun-22,,,,,,,,,,,
Termómetro IR,Fluke,62 MAX,56790737MV,TIR-FR-01,Fabricación,Recubrimiento,Calibración,12,,,,,,,,,,,,,,,,,28-ago-23,,,02-ago-24,,,01-ago-25,
Termopar,Omega,K,3914008,TRK-LC-01,NA,NA,NA,NA,12-Feb-18,,,23-Feb-19,,,24-Feb-20,,,22-ene-21,,,25-ene-22,,,,,,,,,,,
Termopar,Fluke,80PK-22,DE6448,TRK-LC-02,Control de Calidad,Disolución,Calibración,12,17-Ene-18,,,24-Ene-19,,,22-Ene-20,,,22-ene-21,,,26-ene-22,,21-dic-22,,06-dic-23,,,03-dic-24,,,,
Termopar,OAKTON,35613-13,93X052911,TRK-LC-03,Microbiología,"Microbiología, en POT-LC-02",Calibración,12,,,,,,,,09-dic-20,,,13-dic-21,,02-dic-22,,,,08-dic-23,,,03-dic-24,,,,
Termopar,OAKTON,93X052911,91,TRK-LC-04,NA,NA,NA,NA,,,,,,,,,,,08-sep-21,,03-sep-22,,,,05-sep-23,,,,,,,
Termopar,ND,ND,ND,TRK-MI-01,Microbiología,"Microbiología, en POT-MI-01",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Termopar,ND,ND,ND,TRK-PR-01,NA,NA,NA,NA,,,,,,,,,,22-mar-21,,,04-mar-22,,,,,,,,,,,
Termopar,ND,ND,ND,TRK-PR-02,NA,NA,NA,NA,,,,,,,,,,05-mar-21,,,04-mar-22,,,,,,,,,,,
Termopar,ND,ND,ND,TRK-PR-03,NA,NA,NA,NA,,,,,,,,,,22-mar-21,,,04-mar-22,,,,,,,,,,,
Termopar,HANNA instruments,HI7662-T,05310F3N,TRT-LC-01,NA,NA,NA,NA,,,,,,,11-may-20,11-nov-20,,14-may-21,09-nov-21,,05-may-22,05-nov-22,,,,,,,,,,
Termostato programable,Carrier,KJR-12B/DP(T)-E,M115J28XQ13680002,TEP-AL-01,Almacén,Material impreso,,NA,,,,,,,,,,,,,,,,,,,,,,,,
Termostato programable,Carrier,KJR-12B/DP(T)-E,M115J28XQ134E0004,TEP-AL-02,Almacén,Almacén de material de envase y empaque aprobado,,NA,,,,,,,,,,,,,,,,,,,,,,,,
Termostato programable,Carrier,KJR-29B1/BK-E,M115Q56XQ147Q0026,TEP-AL-03,Almacén,Almacén de material de envase y empaque aprobado,,NA,,,,,,,,,,,,,,,,,,,,,,,,
Termostato programable,Carrier,KJR-12B/DP(T)-E,M115J28XQ134E0020,TEP-AL-04,Almacén,Cuarentena de material de envase y empaque,,NA,,,,,,,,,,,,,,,,,,,,,,,,
Termostato programable ,Honeywell,TH800,TH8320U1008,TEP-MA-01,NA,NA,NA,NA,,10-Sep-18,,,06-Sep-19,,,04-sep-20,,,,,,,,,,,,,,,,
Termostato programable ,Honeywell,TH800,TH8320U1008,TEP-MA-02,Mantenimiento,Esclusa 1,Calibración,12,,10-Sep-18,,,06-Sep-19,,,04-sep-20,,,03-sep-21,,02-sep-22,,,,04-sep-23,,,02-sep-24,,,01-sep-25,
Termostato programable ,Honeywell,TH4110U2005,1937JC461089,TEP-MA-03,Mantenimiento,Almacén de Materia Prima Aprobada,Calibración,12,,,,,,,,17-jul-20,,,13-jul-21,,04-jul-22,,,,03-jul-23,,,01-jul-24,,,01-jul-25,
Termostato programable ,Honeywell,TH5110D1006,NA,TEP-MA-04,NA,NA,NA,NA,,,,,,,,17-jul-20,,,13-jul-21,,04-jul-22,,,,03-jul-23,,,01-jul-24,,,,
Termostato programable ,Honeywell,TH4110U2005,2052JC965158,TEP-MA-05,Mantenimiento,Pasillo A,Calibración,12,,,,,,,,,,06-may-21,,,03-may-22,,,02-may-23,,,02-may-24,,,02-may-25,,
Termostato programable ,Honeywell,TH1110DV1009,79944011636992,TEP-MA-06,Mantenimiento,Preparación Microbiológica,Calibración,12,,,,,,,,,,,,,,,,,,,,07-jun-24,,02-jun-25,,
Termostato programable ,Honeywell,TH4110U2005,2412JJB02456,TEP-MA-07,Mantenimiento,Microbiología,Calibración,12,,,,,,,,,,,,,,,,,,,,07-jun-24,,02-jun-25,,
Termostato programable ,Honeywell,TH6220U2000,1827JB605273,TEP-MA-08,Mantenimiento,"Acondicionamiento Secundario, en UPA-MA-01",Calibración,12,,,,,,,,,,,,,,,,,,,,,,10-feb-25,,
Termostato programable,Honeywell,TH2320U4006,2518JUE05650,TEP-MA-09,Mantenimiento,"Piso técnico, UMA-MA-05",,NA,,,,,,,,,,,,,,,,,,,,,,,,
Transmisor de temperatura y humedad,Novus,RHT-DM-485-LCD,N/A,TTH-FR-01,Fabricación,"Recubrimiento, en REC-FR-02",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Vernier,Mitutoyo,"CD-6"" ASX",A17316342,VER-CP-01,Gestión de la Calidad,Control en Proceso ,Calibración,12,12-Abr-18,,,11-Abr-19,,,03-Abr-20,,,03-mar-21,,,03-mar-22,,,01-mar-23,,,02-mar-24,,,04-mar-25,,
Vernier,Neiko,01408A,20180818,VER-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,12,,,,09-ene-19,,,07-ene-20,,,05-ene-21,,,,21-dic-22,,,07-dic-23,,,02-dic-24,,,,
Vernier,General Tools,No. 147,ND,VER-DF-02,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,12,,,,,,,,,,,,,,,,,,,,,,,02-sep-25,
Vernier,VWR,6 In,Y500875,VER-LC-01,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,08-Mar-18,,,21-Mar-19,,,03-Mar-20,,,03-mar-21,,,03-mar-22,,,02-mar-23,,,02-mar-24,,,04-mar-25,,
Vernier,Nachtman,E008,ND,VER-VA-01,Mantenimiento,Taller de Mantenimiento,Calibración,12,,,,,,,,,,,,,,,,02-mar-23,,,02-mar-24,,,04-mar-25,,
Vernier,Mitutoyo,"CD-8""ASX",A21151470,VER-MA-01,Mantenimiento,Taller de Mantenimiento,Calibración,12,,,,03-may-25,,,,,,,,,,,,,,,06-may-24,,,03-may-25,,
Viscosimetro,Fungilab,SMART series,TSMR 210022,VIS-DA-01,Desarrollo Analítico,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución)",Calibración,12,,,,,,,,,,,,,,,,,02-ago-23,,,02-ago-24,,,04-ago-25,

"ND=No disponible
NA=No aplica
Rechazado, Dado de baja= Rechazado en su calibración
Dado de baja=Pérdida, avería sin reparación, fuera de uso",,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,
